message;severity;node;stamp;topics;location
"rtabmap (21): Rate=1.00s, Limit=0.000s, RTAB-Map=0.0225s, Maps update=0.0002s pub=0.0002s (local map=1, WM=1)";"2";"/rtabmap/rtabmap";"37.803000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CoreWrapper.cpp:CoreWrapper::process:1709"
"rtabmap (20): Rate=1.00s, Limit=0.000s, RTAB-Map=0.0114s, Maps update=0.0002s pub=0.0002s (local map=1, WM=1)";"2";"/rtabmap/rtabmap";"36.775000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CoreWrapper.cpp:CoreWrapper::process:1709"
"rtabmap (19): Rate=1.00s, Limit=0.000s, RTAB-Map=0.0165s, Maps update=0.0002s pub=0.0006s (local map=1, WM=1)";"2";"/rtabmap/rtabmap";"35.755000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CoreWrapper.cpp:CoreWrapper::process:1709"
"rtabmap (18): Rate=1.00s, Limit=0.000s, RTAB-Map=0.0217s, Maps update=0.0002s pub=0.0002s (local map=1, WM=1)";"2";"/rtabmap/rtabmap";"34.716000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CoreWrapper.cpp:CoreWrapper::process:1709"
"rtabmap (17): Rate=1.00s, Limit=0.000s, RTAB-Map=0.0154s, Maps update=0.0002s pub=0.0002s (local map=1, WM=1)";"2";"/rtabmap/rtabmap";"33.713000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CoreWrapper.cpp:CoreWrapper::process:1709"
"rtabmap (16): Rate=1.00s, Limit=0.000s, RTAB-Map=0.0160s, Maps update=0.0035s pub=0.0002s (local map=1, WM=1)";"2";"/rtabmap/rtabmap";"32.694000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CoreWrapper.cpp:CoreWrapper::process:1709"
"rtabmap (15): Rate=1.00s, Limit=0.000s, RTAB-Map=0.0153s, Maps update=0.0002s pub=0.0002s (local map=1, WM=1)";"2";"/rtabmap/rtabmap";"31.664000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CoreWrapper.cpp:CoreWrapper::process:1709"
"rtabmap (14): Rate=1.00s, Limit=0.000s, RTAB-Map=0.0136s, Maps update=0.0001s pub=0.0011s (local map=1, WM=1)";"2";"/rtabmap/rtabmap";"30.651000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CoreWrapper.cpp:CoreWrapper::process:1709"
"rtabmap (13): Rate=1.00s, Limit=0.000s, RTAB-Map=0.0118s, Maps update=0.0011s pub=0.0007s (local map=1, WM=1)";"2";"/rtabmap/rtabmap";"29.615000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CoreWrapper.cpp:CoreWrapper::process:1709"
"rtabmap (12): Rate=1.00s, Limit=0.000s, RTAB-Map=0.0116s, Maps update=0.0003s pub=0.0005s (local map=1, WM=1)";"2";"/rtabmap/rtabmap";"28.624000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CoreWrapper.cpp:CoreWrapper::process:1709"
"rtabmap (11): Rate=1.00s, Limit=0.000s, RTAB-Map=0.0145s, Maps update=0.0002s pub=0.0002s (local map=1, WM=1)";"2";"/rtabmap/rtabmap";"27.545000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CoreWrapper.cpp:CoreWrapper::process:1709"
"rtabmap (10): Rate=1.00s, Limit=0.000s, RTAB-Map=0.0133s, Maps update=0.0001s pub=0.0002s (local map=1, WM=1)";"2";"/rtabmap/rtabmap";"26.447000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CoreWrapper.cpp:CoreWrapper::process:1709"
"rtabmap (9): Rate=1.00s, Limit=0.000s, RTAB-Map=0.0242s, Maps update=0.0002s pub=0.0002s (local map=1, WM=1)";"2";"/rtabmap/rtabmap";"25.467000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CoreWrapper.cpp:CoreWrapper::process:1709"
"rtabmap (8): Rate=1.00s, Limit=0.000s, RTAB-Map=0.0135s, Maps update=0.0002s pub=0.0006s (local map=1, WM=1)";"2";"/rtabmap/rtabmap";"24.360000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CoreWrapper.cpp:CoreWrapper::process:1709"
"rtabmap (7): Rate=1.00s, Limit=0.000s, RTAB-Map=0.0167s, Maps update=0.0003s pub=0.0079s (local map=1, WM=1)";"2";"/rtabmap/rtabmap";"23.335000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CoreWrapper.cpp:CoreWrapper::process:1709"
"rtabmap (6): Rate=1.00s, Limit=0.000s, RTAB-Map=0.0209s, Maps update=0.0002s pub=0.0002s (local map=1, WM=1)";"2";"/rtabmap/rtabmap";"22.232000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CoreWrapper.cpp:CoreWrapper::process:1709"
"rtabmap (5): Rate=1.00s, Limit=0.000s, RTAB-Map=0.0142s, Maps update=0.0031s pub=0.0002s (local map=1, WM=1)";"2";"/rtabmap/rtabmap";"21.226000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CoreWrapper.cpp:CoreWrapper::process:1709"
"rtabmap (4): Rate=1.00s, Limit=0.000s, RTAB-Map=0.0144s, Maps update=0.0001s pub=0.0002s (local map=1, WM=1)";"2";"/rtabmap/rtabmap";"20.206000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CoreWrapper.cpp:CoreWrapper::process:1709"
"Creating 1 swatches";"2";"/rviz";"19.314000000";"/initialpose,/move_base_simple/goal,/rosout";"/tmp/binarydeb/ros-kinetic-rviz-1.12.16/src/rviz/default_plugin/map_display.cpp:MapDisplay::createSwatches:604"
"rtabmap (3): Rate=1.00s, Limit=0.000s, RTAB-Map=0.0171s, Maps update=0.0005s pub=0.0002s (local map=1, WM=1)";"2";"/rtabmap/rtabmap";"19.198000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CoreWrapper.cpp:CoreWrapper::process:1709"
"OpenGl version: 4.5 (GLSL 4.5).";"2";"/rviz";"18.348000000";"/rosout";"/tmp/binarydeb/ros-kinetic-rviz-1.12.16/src/rviz/ogre_helpers/render_system.cpp:RenderSystem::detectGlVersion:211"
"Stereo is NOT SUPPORTED";"2";"/rviz";"18.348000000";"/rosout";"/tmp/binarydeb/ros-kinetic-rviz-1.12.16/src/rviz/ogre_helpers/render_system.cpp:RenderWindow* rviz::RenderSystem::makeRenderWindow:430"
"rtabmap (2): Rate=1.00s, Limit=0.000s, RTAB-Map=0.0137s, Maps update=0.0001s pub=0.0001s (local map=1, WM=1)";"2";"/rtabmap/rtabmap";"18.143000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CoreWrapper.cpp:CoreWrapper::process:1709"
"rtabmap (1): Rate=1.00s, Limit=0.000s, RTAB-Map=0.0186s, Maps update=0.0003s pub=0.0002s (local map=1, WM=1)";"2";"/rtabmap/rtabmap";"17.174000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CoreWrapper.cpp:CoreWrapper::process:1709"
"rtabmap 0.17.6 started...";"2";"/rtabmap/rtabmap";"16.896000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CoreNode.cpp:main:93"
"
/rtabmap/rtabmap subscribed to (approx sync):
   /camera/rgb/image_raw,
   /camera/depth/image_raw,
   /camera/rgb/camera_info,
   /scan";"2";"/rtabmap/rtabmap";"16.888000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/CommonDataSubscriber.cpp:CommonDataSubscriber::setupCallbacks:379"
"Setup depth callback";"2";"/rtabmap/rtabmap";"16.851000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/grid_prob_map,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/localization_pose,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.6/src/impl/CommonDataSubscriberDepth.cpp:CommonDataSubscriber::setupDepthCallbacks:339"
